"cod_articulo","numero_proveedor","numero_deposito","cantidad","p_pesos","p_dolar"
"P554004","CUYOPARTS","3A","2","0.00","2,565.63"
"P164378","CUYOPARTS","3A","3","0.00","12,279.74"
"AT203469","CUYOPARTS","3A","3","0.00","8,105.08"
"AT203470","CUYOPARTS","3A","3","0.00","6,151.09"
"IR-751-611","CUYOPARTS","3A","3","0.00","3,072.89"
"P164164","CUYOPARTS","3A","6","0.00","25,034.86"
"P164174","CUYOPARTS","3A","3","0.00","18,377.76"
"R-TOYOTAIMV24","N/A","3A","0","0.00","167.88"
"NA00011","N/A","3A","0","0.00","7.83"
"NA00012","N/A","3A","-3","0.00","1.61"
"NA00013","N/A","3A","-1","0.00","136.00"
"2295711","FINNING","3A","1","0.00","307.70"
"2746851","FINNING","3A","0","0.00","75.13"
"4187614","FINNING","3A","0","0.00","550.94"
"3215639","FINNING","3A","1","0.00","101.48"
"6V5218","FINNING","3A","4","0.00","1.20"
"2490713","FINNING","3A","3","0.00","2,570.00"
"X770693","CUYOPARTS","3A","1","0.00","693.94"
"C-2105","CUYOPARTS","3A","3","0.00","5.97"
"BF7683","CUYOPARTS","3A","2","0.00","16.29"
"P550900","CUYOPARTS","3A","0","0.00","122.25"
"NA00015","N/A","3A","0","0.00","3.00"
"166295","FINNING","3A","1","0.00","399.65"
"NA00023","N/A","3A","1","0.00","26.77"
"BT259","CUYOPARTS","3A","2","0.00","0.00"
"P181089","CUYOPARTS","3A","2","0.00","0.00"
"EFPA585","CUYOPARTS","3A","2","0.00","0.00"
"BF909","CUYOPARTS","3A","2","0.00","0.00"
"RS3703","CUYOPARTS","3A","2","0.00","27.21"
"P822768","CUYOPARTS","3A","2","0.00","23.51"
"K-17012","CUYOPARTS","3A","2","0.00","0.00"
"ERA52NCD","OLIVARES","3A","4","0.00","0.00"
"SC-44","N/A","3B","1","0.00","0.00"
"SC-45","N/A","3B","1","0.00","0.00"
"SC-46","N/A","3B","4","0.00","0.00"
"SC-47","N/A","3B","2","0.00","0.00"
"SC-48","N/A","3B","5","0.00","0.00"
"SC-49","N/A","3B","2","0.00","0.00"
"SC-50","N/A","3B","1","0.00","0.00"
"SC-51","N/A","3B","16","0.00","0.00"
"SC-52","N/A","3B","1","0.00","0.00"
"SC-53","N/A","3B","4","0.00","0.00"
"SC-54","N/A","3B","2","0.00","0.00"
"SC-55","N/A","3B","2","0.00","0.00"
"SC-56","N/A","3B","2","0.00","0.00"
"SC-57","N/A","3B","12","0.00","0.00"
"SC-58","N/A","3B","2","0.00","0.00"
"SC-59","N/A","3B","1","0.00","0.00"
"SC-60","N/A","3B","1","0.00","0.00"
"SC-61","N/A","3B","1","0.00","0.00"
"SC-62","N/A","3B","1","0.00","0.00"
"SC-63","N/A","3B","1","0.00","0.00"
"SC-64","N/A","3B","12","0.00","0.00"
"SC-65","N/A","3B","1","0.00","0.00"
"SC-66","N/A","3B","3","0.00","0.00"
"SC-67","N/A","3B","1","0.00","0.00"
"SC-68","N/A","3B","8","0.00","0.00"
"SC-69","N/A","3B","9","0.00","0.00"
"SC-70","N/A","3B","2","0.00","0.00"
"SC-71","N/A","3B","5","0.00","0.00"
"SC-72","N/A","3B","1","0.00","0.00"
"SC-73","N/A","3B","1","0.00","0.00"
"SC-74","N/A","3B","1","0.00","0.00"
"SC-75","N/A","3B","4","0.00","0.00"
"SC-76","N/A","3B","2","0.00","0.00"
"SC-77","N/A","3B","2","0.00","0.00"
"SC-78","N/A","3B","2","0.00","0.00"
"SC-79","N/A","3B","1","0.00","0.00"
"SC-80","N/A","3B","1","0.00","0.00"
"SC-81","N/A","3B","1","0.00","0.00"
"SC-82","N/A","3B","20","0.00","0.00"
"SC-83","N/A","3B","13","0.00","0.00"
"SC-84","N/A","3B","6","0.00","0.00"
"SC-85","N/A","3B","1","0.00","0.00"
"SC-86","N/A","3B","1","0.00","0.00"
"SC-87","N/A","3B","1","0.00","0.00"
"SC-88","N/A","3B","1","0.00","0.00"
"SC-89","N/A","3B","1","0.00","0.00"
"SC-90","N/A","3B","1","0.00","0.00"
"SC-91","N/A","3B","1","0.00","0.00"
"SC-92","N/A","3B","21","0.00","0.00"
"SC-93","N/A","3B","1","0.00","0.00"
"SC-94","N/A","3B","19","0.00","0.00"
"SC-95","N/A","3B","5","0.00","0.00"
"SC-96","N/A","3B","1","0.00","0.00"
"SC-97","N/A","3B","6","0.00","0.00"
"SC-98","N/A","3B","5","0.00","0.00"
"SC-99","N/A","3B","1","0.00","0.00"
"ETG 170 LR","ECOBAT","3B","2","0.00","478.99"
"HIERRO-01","N/A","4B","1203","0.00","0.00"
"HIERRO-02","N/A","4B","1452","0.00","0.00"
"HIERRO-03","N/A","4B","1224","0.00","0.00"
"HIERRO-04","N/A","4B","69","0.00","0.00"
"HIERRO-05","N/A","4B","7","0.00","0.00"
"MAT00001","N/A","4B","-14","0.00","7.59"
"MAT00002","N/A","4B","559","0.00","9.80"
"MAT00003","N/A","4B","660","0.00","11.76"
"MAT00004","N/A","4B","529","0.00","14.70"
"MAT00005","N/A","4B","90","0.00","39.21"
"MAT00006","N/A","4B","26","0.00","44.11"
"MAT00007","N/A","4B","3","0.00","106.60"
"MAT00008","N/A","4B","4","0.00","54.00"
"MAT00009","N/A","4B","3","0.00","257.35"
"MAT00010","N/A","4B","0","0.00","0.00"
"MAT00011","N/A","4B","0","0.00","0.00"
"MAT00012","N/A","4B","11","0.00","183.82"
"SC-100","N/A","5A","1","0.00","0.00"
"SC-101","N/A","5A","7","0.00","0.00"
"SC-102","N/A","5A","1","0.00","0.00"
"SC-103","N/A","5A","1","0.00","0.00"
"SC-104","N/A","5A","4","0.00","0.00"
"SC-105","N/A","5A","1","0.00","0.00"
"SC-106","N/A","5A","1","0.00","0.00"
"SC-107","N/A","5A","1","0.00","0.00"
"SC-108","N/A","5A","2","0.00","0.00"
"SC-109","N/A","5A","2","0.00","0.00"
"SC-110","N/A","5A","4","0.00","0.00"
"SC-111","N/A","5A","5","0.00","0.00"
"SC-112","N/A","5A","1","0.00","0.00"
"SC-113","N/A","5A","8","0.00","0.00"
"SC-114","N/A","5A","13","0.00","0.00"
"SC-115","N/A","5A","2","0.00","0.00"
"SC-116","N/A","5A","2","0.00","0.00"
"SC-117","N/A","5A","2","0.00","0.00"
"SC-118","N/A","5A","1","0.00","0.00"
"SC-119","N/A","5A","1","0.00","0.00"
"SC-120","N/A","5A","1","0.00","0.00"
"SC-121","N/A","5A","1","0.00","0.00"
"SC-122","N/A","5A","1","0.00","0.00"
"SC-123","N/A","5A","1","0.00","0.00"
"SC-124","N/A","5A","1","0.00","0.00"
"SC-125","N/A","5A","2","0.00","0.00"
"SC-126","N/A","5A","1","0.00","0.00"
"SC-127","N/A","5A","1","0.00","0.00"
"SC-128","N/A","5A","3","0.00","0.00"
"SC-129","N/A","5A","1","0.00","0.00"
"SC-130","N/A","5A","1","0.00","0.00"
"SC-131","N/A","5A","2","0.00","0.00"
"SC-132","N/A","5A","2","0.00","0.00"
"SC-133","N/A","5A","4","0.00","0.00"
"SC-134","N/A","5A","2","0.00","0.00"
"SC-135","N/A","5A","1","0.00","0.00"
"SC-136","N/A","5A","3","0.00","0.00"
"SC-137","N/A","5A","1","0.00","0.00"
"SC-138","N/A","5A","2","0.00","0.00"
"SC-139","N/A","5A","1","0.00","0.00"
"SC-140","N/A","5A","1","0.00","0.00"
"SC-141","N/A","5A","1","0.00","0.00"
"SC-142","N/A","5A","2","0.00","0.00"
"SC-143","N/A","5A","900","0.00","0.00"
"SC-144","N/A","5A","13","0.00","0.00"
"SC-145","N/A","5A","2","0.00","0.00"
"SC-146","N/A","5A","4","0.00","0.00"
"SC-147","N/A","5A","1","0.00","0.00"
"SC-148","N/A","5A","1","0.00","0.00"
"SC-149","N/A","5A","2","0.00","0.00"
"SC-150","N/A","5A","4","0.00","0.00"
"SC-151","N/A","5A","1","0.00","0.00"
"SC-152","N/A","5A","1","0.00","0.00"
"SC-153","N/A","5A","1","0.00","0.00"
"SC-154","N/A","5A","1","0.00","0.00"
"SC-155","N/A","5A","1","0.00","0.00"
"SC-156","N/A","5A","1","0.00","0.00"
"SC-157","N/A","5A","1","0.00","0.00"
"SC-158","N/A","5A","1","0.00","0.00"
"SC-159","N/A","5A","1","0.00","0.00"
"SC-160","N/A","5A","2","0.00","0.00"
"SC-161","N/A","5A","1","0.00","0.00"
"SC-162","N/A","5A","1","0.00","0.00"
"SC-163","N/A","5A","1","0.00","0.00"
"SC-164","N/A","5A","1","0.00","0.00"
"SC-165","N/A","5A","6","0.00","0.00"
"SC-166","N/A","5A","3","0.00","0.00"
"SC-167","N/A","5A","1","0.00","0.00"
"SC-168","N/A","5A","1","0.00","0.00"
"SC-169","N/A","5A","1","0.00","0.00"
"SC-170","N/A","5A","1","0.00","0.00"
"SC-171","N/A","5A","9","0.00","0.00"
"SC-172","N/A","5A","1","0.00","0.00"
"SC-173","N/A","5A","2","0.00","0.00"
"SC-174","N/A","5A","1","0.00","0.00"
"SC-175","N/A","5A","1","0.00","0.00"
"SC-176","N/A","5A","1","0.00","0.00"
"SC-177","N/A","5A","0","0.00","0.00"
"SC-178","N/A","5A","1","0.00","0.00"
"SC-179","N/A","5A","1","0.00","0.00"
"SC-180","N/A","5A","1","0.00","0.00"
"SC-181","N/A","5A","1","0.00","0.00"
"SC-182","N/A","5A","2","0.00","0.00"
"SC-183","N/A","5A","1","0.00","0.00"
"SC-184","N/A","5A","1","0.00","0.00"
"SC-185","N/A","5A","1","0.00","0.00"
"SC-186","N/A","5A","1","0.00","0.00"
"SC-187","N/A","5A","9","0.00","0.00"
"SC-188","N/A","5A","1","0.00","0.00"
"SC-189","N/A","5A","1","0.00","0.00"
"SC-190","N/A","5A","1","0.00","0.00"
"SC-191","N/A","5A","1","0.00","0.00"
"SC-192","N/A","5A","1","0.00","0.00"
"SC-193","N/A","5A","1","0.00","0.00"
"SC-194","N/A","5A","1","0.00","0.00"
"SC-195","N/A","5A","1","0.00","0.00"
"SC-196","N/A","5A","2","0.00","0.00"
"SC-197","N/A","5A","100","0.00","0.00"
"SC-198","N/A","5A","1","0.00","0.00"
"SC-199","N/A","5A","1","0.00","0.00"
"SC-200","N/A","5A","1","0.00","0.00"
"SC-201","N/A","5A","1","0.00","0.00"
"SC-202","N/A","5A","4","0.00","0.00"
"SC-203","N/A","5A","1","0.00","0.00"
"SC-204","N/A","5A","1","0.00","0.00"
"SC-205","N/A","5A","1","0.00","0.00"
"SC-206","N/A","5A","1","0.00","0.00"
"SC-207","N/A","5A","1","0.00","0.00"
"SC-208","N/A","5A","1","0.00","0.00"
"SC-209","N/A","5A","1","0.00","0.00"
"SC-210","N/A","5A","1","0.00","0.00"
"SC-211","N/A","5A","1","0.00","0.00"
"SC-212","N/A","5A","5","0.00","0.00"
"SC-213","N/A","5A","1","0.00","0.00"
"SC-214","N/A","5A","1","0.00","0.00"
"SC-215","N/A","5A","1","0.00","0.00"
"SC-216","N/A","5A","5","0.00","0.00"
"SC-217","N/A","5A","10","0.00","0.00"
"SC-218","N/A","5A","1","0.00","0.00"
"SC-219","N/A","5A","2","0.00","0.00"
"EPPRC 01","N/A","5A","2","0.00","0.00"
"EPPRC 02","N/A","5A","3","0.00","25.04"
"EPPRC 03","N/A","5A","-1","0.00","12.88"
"EPPRC 04","N/A","5A","1","0.00","12.88"
"EPPRC 05","N/A","5A","6","0.00","25.88"
"EPPRC 06","N/A","5A","2","0.00","13.50"
"EPPRC 07","N/A","5A","2","0.00","12.88"
"EPPRC 08","N/A","5A","7","0.00","12.88"
"EPPRC 09","N/A","5A","4","0.00","12.88"
"EPPRP 01","N/A","5A","11","0.00","16.31"
"EPPRP 02","N/A","5A","2","0.00","16.31"
"EPPRP 03","N/A","5A","3","0.00","16.31"
"EPPRP 04","N/A","5A","2","0.00","16.31"
"EPPRP 05","N/A","5A","0","0.00","17.50"
"EPPRP 06","N/A","5A","3","0.00","0.00"
"EPPRP 07","N/A","5A","-1","0.00","0.00"
"EPPRP 08","N/A","5A","1","0.00","0.00"
"EPPRP 09","N/A","5A","0","0.00","0.00"
"EPPRP 10","N/A","5A","6","0.00","19.00"
"EPPIZ 01","N/A","5A","2","0.00","61.00"
"EPPIZ 02","N/A","5A","8","0.00","61.00"
"EPPIZ 03","N/A","5A","0","0.00","61.00"
"EPPIZ 04","N/A","5A","9","0.00","61.00"
"EPPIZ 05","N/A","5A","0","0.00","61.00"
"EPPIZ 06","N/A","5A","0","0.00","61.00"
"EPPIZ 07","N/A","5A","0","0.00","0.00"
"EPPIZ 08","N/A","5A","0","0.00","0.00"
"EPPIB 01","N/A","5A","1","0.00","408.00"
"EPPIB 02","N/A","5A","2","0.00","408.00"
"EPPIB 03","N/A","5A","5","0.00","408.00"
"EPPIB 04","N/A","5A","4","0.00","408.00"
"EPPIB 05","N/A","5A","4","0.00","408.00"
"EPPIB 06","N/A","5A","0","0.00","0.00"
"EPPIB 07","N/A","5A","0","0.00","0.00"
"EPPIM 01","N/A","5A","1","0.00","6.11"
"EPPIM 02","N/A","5A","2","0.00","0.00"
"EPPIM 03","N/A","5A","0","0.00","0.00"
"EPPIM 04","N/A","5A","0","0.00","50.00"
"EPPSC 01","N/A","5A","0","0.00","0.00"
"EPPSC 02","N/A","5A","0","0.00","0.00"
"EPPSC 03","N/A","5A","0","0.00","0.00"
"EPPSC 04","N/A","5A","0","0.00","0.00"
"EPPSG 01","N/A","5A","13","0.00","1.31"
"EPPSG 02","N/A","5A","0","0.00","0.00"
"EPPSG 03","N/A","5A","0","0.00","0.00"
"EPPSG 04","N/A","5A","-1","0.00","5.44"
"EPPSG 05","N/A","5A","0","0.00","2.30"
"EPPSG 06","N/A","5A","88","0.00","7.07"
"EPPSG 07","N/A","5A","8","0.00","2.61"
"EPPSG 08","N/A","5A","0","0.00","4.81"
"EPPSG 09","N/A","5A","0","0.00","2.97"
"EPPSL 01","N/A","5A","25","0.00","3.40"
"EPPSL 02","N/A","5A","21","0.00","3.40"
"EPPSL 03","N/A","5A","4","0.00","76.84"
"EPPSL 03","N/A","5A","4","0.00","38.58"
"EPPSV 02","N/A","5A","2","0.00","0.00"
"EPPSV 01","N/A","5A","5","0.00","2.50"
"EPPSV 02","N/A","5A","2","0.00","6.10"
"EPPSV 03","N/A","5A","1","0.00","1,000.00"
"EPPSV 04","N/A","5A","0","0.00","0.00"
"EPPSV 05","N/A","5A","0","0.00","0.00"
"EPPSV 06","N/A","5A","11","0.00","15.32"
"EPPSV 07","N/A","5A","39","0.00","5.20"
"EPPSV 08","N/A","5A","0","0.00","1.50"
"EPPSV 09","N/A","5A","0","0.00","0.00"
"EPPSV 10","N/A","5A","0","0.00","32.74"
"EPPSV 11","N/A","5A","1363","0.00","1.03"
"EPPSV 12","N/A","5A","0","0.00","5.31"
"EPPSV 13","N/A","5A","6","0.00","4.91"
"EPP1°PIEL","N/A","5A","1","0.00","0.00"
"EPP1°PIEL","N/A","5A","1","0.00","0.00"
"EPP1°PIEL","N/A","5A","1","0.00","0.00"
"EPP1°PIEL","N/A","5A","1","0.00","0.00"
"EPP1°PIEL","N/A","5A","1","0.00","0.00"
"EPP1°PIEL","N/A","5A","1","0.00","0.00"
"EPP1°PIEL","N/A","5A","1","0.00","0.00"
"EPP1°PIEL","N/A","5A","1","0.00","0.00"
"EPP-CAMPERA TERMICA 1","N/A","5A","1","0.00","125.00"
"EPP-CAMPERA TERMICA 2","N/A","5A","0","0.00","125.00"
"EPP-CAMPERA TERMICA 3","N/A","5A","0","0.00","125.00"
"EPP-CAMPERA TERMICA 4","N/A","5A","0","0.00","125.00"
"EPP-CAMPERA TERMICA 5","N/A","5A","0","0.00","125.00"
"EPP-MEDIAS","N/A","5A","0","0.00","0.00"
"EPP-CHALECOS NARANJAS 1","N/A","5A","0","0.00","22.00"
"EPP-CHALECOS NARANJAS 2","N/A","5A","-2","0.00","22.00"
"EPP-CHALECOS NARANJAS 3","N/A","5A","0","0.00","22.00"
"BUS10319","BUSTIN","5A","10","0.00","0.00"
"BUS20067","BUSTIN","5A","30","0.00","2.08"
"BUS20839","BUSTIN","5A","77","0.00","0.00"
"BUS31780","BUSTIN","5A","2","0.00","0.00"
"EPP-0102","N/A","5A","2","0.00","10.76"
"EPP-0106","N/A","5A","4","0.00","7.87"
"EPPSG 10","N/A","5A","61","0.00","4.09"
"EPPSG 11","N/A","5A","52","0.00","3.00"
"EPPSL 04","N/A","5A","3","0.00","17.67"
"41662","RUSCONI","5A","2","0.00","240.00"
"02CAMLEMROL","ZONA SEGURA","5A","0","0.00","125.50"
"02CAMLEMROXL","ZONA SEGURA","5A","0","0.00","125.50"
"ARRAIGO 001","ARRAIGO SRL","5A","0","0.00","25.00"
"ARRAIGO 002","ARRAIGO SRL","5A","-1","0.00","26.00"
"ARRAIGO 003","ARRAIGO SRL","5A","0","0.00","47.00"
"ARRAIGO 004","ARRAIGO SRL","5A","0","0.00","52.00"
"SOLIMIN 001","SOLIMIN","5A","1","0.00","157.00"
"SOLIMIN 002","SOLIMIN","5A","0","0.00","157.00"
"SOLIMIN 003","SOLIMIN","5A","1","0.00","157.00"
"SOLIMIN 004","SOLIMIN","5A","1","0.00","58.00"
"SOLIMIN 005","SOLIMIN","5A","3","0.00","36.00"
"SOLIMIN 006","SOLIMIN","5A","2","0.00","59.00"
"SOLIMIN 007","SOLIMIN","5A","3","0.00","59.00"
"SOLIMIN 008","SOLIMIN","5A","3","0.00","59.00"
"SOLIMIN 009","SOLIMIN","5A","3","0.00","59.00"
"FERRE-0172","SOLIMIN","5A","1","0.00","42.91"
"EPPSG 12","SOLIMIN","5A","-2","0.00","8.65"
"EPPSG 13","SOLIMIN","5A","-2","0.00","9.00"
"EPPSG 14","SOLIMIN","5A","1","0.00","35.50"
"EPPSG 15","N/A","5A","0","0.00","0.00"
"EPPSG 16","N/A","5A","0","0.00","0.00"
"SC-220","N/A","5B","1","0.00","0.00"
"BARRAINI-25","N/A","5B","2","0.00","0.00"
"BARRAINI-26","N/A","5B","1","0.00","0.00"
"BARRAINI-27","N/A","5B","2","0.00","0.00"
"BARRAINI-28","N/A","5B","1","0.00","0.00"
"BARRAINI-29","N/A","5B","1","0.00","0.00"
"BARRAINI-30","N/A","5B","5","0.00","0.00"
"BARRAINI-31","N/A","5B","1","0.00","0.00"
"BARRAPERF-41","N/A","5B","4","0.00","0.00"
"BARRAPERF-42","N/A","5B","2","0.00","0.00"
"BARRAPERF-43","N/A","5B","1","0.00","0.00"
"BARRAPERF-44","N/A","5B","1","0.00","0.00"
"BARRAPERF-45","N/A","5B","8","0.00","0.00"
"BARRAPERF-46","N/A","5B","50","0.00","0.00"
"BARRAPERF-47","N/A","5B","6","0.00","0.00"
"BARRAPERF-48","N/A","5B","47","0.00","0.00"
"BROCA-94","N/A","5B","6","0.00","0.00"
"BROCA-95","N/A","5B","5","0.00","0.00"
"BROCA-96","N/A","5B","17","0.00","0.00"
"BROCA-97","N/A","5B","1","0.00","0.00"
"BROCA-98","N/A","5B","2","0.00","0.00"
"BROCA-99","N/A","5B","12","0.00","0.00"
"BROCA-100","N/A","5B","2","0.00","0.00"
"BROCA-101","N/A","5B","2","0.00","0.00"
"BROCA-102","N/A","5B","2","0.00","0.00"
"SC-221","N/A","5B","4","0.00","0.00"
"MANGUITO-08","N/A","5B","1","0.00","0.00"
"SC-222","N/A","5B","1","0.00","0.00"
"SC-223","N/A","5B","1","0.00","0.00"
"SC-224","N/A","5B","1","0.00","0.00"
"SC-225","N/A","5B","1","0.00","0.00"
"SC-226","N/A","5B","2","0.00","0.00"
"SC-227","N/A","5B","1","0.00","0.00"
"SC-228","N/A","5B","1","0.00","0.00"
"SC-229","N/A","5B","1","0.00","0.00"
"SC-230","N/A","5B","2","0.00","0.00"
"SC-231","N/A","5B","1","0.00","0.00"
"SC-232","N/A","5B","5","0.00","0.00"
"BARRAPERF-49","ROCKMORE","5B","69","0.00","1,055.00"
"BARRAPERF-50","ROCKMORE","5B","62","0.00","861.00"
"1584","USADA","5B","9","0.00","0.00"
"1581","USADA","5B","10","0.00","0.00"
"1585","USADA","5B","0","0.00","0.00"
"1586","USADA","5B","0","0.00","0.00"
"1587","USADA","5B","0","0.00","0.00"
"BARRAPERF-51","USADA","5B","2","0.00","0.00"
"BARRAPERF-52","USADA","5B","5","0.00","0.00"
"1590","EPICROC","5B","2","0.00","0.00"
"SC-233","N/A","5B","0","0.00","0.00"
"SC-234","N/A","5B","0","0.00","0.00"
"140109","BOART","5B","15","0.00","216.69"
"210038","BOART","5B","18","0.00","646.09"
"450575","BOART","5B","4","0.00","332.06"
"BROCA-103","RUSCONI","5B","1","0.00","1,650.00"
"90029735","EPICROC","5B","2","0.00","884.70"
"10-1017","ROCKMORE","5B","0","0.00","485.00"
"11-1400","ROCKMORE","5B","0","0.00","985.00"
"11-1031","ROCKMORE","5B","0","0.00","985.00"
"50257-10","ROCKMORE","5B","1","0.00","9,803.20"
"BROCA-104","ROCKMORE","5B","1","0.00","1,350.00"
"50068-10","ROCKMORE","5B","0","0.00","8,500.00"
"BARRAEXT-01","RUSCONI","5B","0","0.00","895.00"
"AC-BRI-01","OLIVARES","5B","2","0.00","468.31"
"AC-BRI-02","OLIVARES","5B","4","0.00","116.20"
"AC-BRI-03","OLIVARES","5B","1","0.00","528.17"
"AC-BRI-04","OLIVARES","5B","2","0.00","528.17"
"44989","RUSCONI","5B","0","0.00","599.00"
"SC-235","RUSCONI","5B","0","0.00","617.00"
"600DS-001","RUSCONI","5B","0","0.00","1,699.60"
"
45236","RUSCONI","5B","0","0.00","1,872.00"
"BROCA-104","RUSCONI","5B","1","0.00","895.00"
"BARRAEXT-02","RUSCONI","5B","0","0.00","2,447.00"
"41622","RUSCONI","5B","4","0.00","240.00"
"50068-10","RUSCONI","5B","0","0.00","8,500.00"
"BROCA-105","RUSCONI","5B","0","0.00","1,872.00"
"BROCA-106","RUSCONI","5B","0","0.00","1,699.60"
"51611-10","RUSCONI","5B","0","0.00","617.00"
"BROCA-107","RUSCONI","5B","0","0.00","687.96"
"210046","BOART","5B","14","0.00","487.10"
"140225","BOART","5B","25","0.00","146.07"
"270012","BOART","5B","1","0.00","1,020.39"
"270052","BOART","5B","1","0.00","1,399.60"
"210046","BOART","5B","14","0.00","487.10"
"SC-236","N/A","6A","2","0.00","0.00"
"SC-237","N/A","6A","1","0.00","0.00"
"SC-238","N/A","6A","2","0.00","0.00"
"SC-239","N/A","6A","1","0.00","0.00"
"SC-240","N/A","6A","1","0.00","0.00"
"SC-241","N/A","6A","5","0.00","0.00"
"SC-242","N/A","6A","1","0.00","0.00"
"SC-243","N/A","6A","2","0.00","0.00"
"SC-244","N/A","6A","3","0.00","0.00"
"SC-245","N/A","6A","1","0.00","0.00"
"SC-246","N/A","6A","1","0.00","0.00"
"SC-247","N/A","6A","1","0.00","0.00"
"SC-248","N/A","6A","13","0.00","0.00"
"SC-249","N/A","6A","1","0.00","0.00"
"SC-250","N/A","6A","1","0.00","0.00"
"SC-251","N/A","6A","1","0.00","0.00"
"SC-252","N/A","6A","2","0.00","0.00"
"SC-253","N/A","6A","4","0.00","0.00"
"SC-254","N/A","6A","2","0.00","0.00"
"SC-255","N/A","6A","5","0.00","0.00"
"SC-256","N/A","6A","2","0.00","0.00"
"SC-257","N/A","6A","1","0.00","0.00"
"SC-258","N/A","6A","18","0.00","0.00"
"SC-259","N/A","6A","3","0.00","0.00"
"SC-260","N/A","6A","3","0.00","0.00"
"SC-261","N/A","6A","1","0.00","0.00"
"SC-262","N/A","6A","1","0.00","0.00"
"SC-263","N/A","6A","1","0.00","0.00"
"SC-264","N/A","6A","6","0.00","0.00"
"SC-265","N/A","6A","1","0.00","0.00"
"SC-266","N/A","6A","1","0.00","0.00"
"SC-267","N/A","6A","1","0.00","0.00"
"SC-268","N/A","6A","2","0.00","0.00"
"SC-269","N/A","6A","1","0.00","0.00"
"SC-270","N/A","6A","3","0.00","0.00"
"SC-271","N/A","6A","1","0.00","0.00"
"SC-272","N/A","6A","1","0.00","0.00"
"SC-273","N/A","6A","2","0.00","0.00"
"SC-274","N/A","6A","2","0.00","0.00"
"SC-275","N/A","6A","4","0.00","0.00"
"SC-276","N/A","6A","1","0.00","0.00"
"SC-277","N/A","6A","1","0.00","0.00"
"SC-278","N/A","6A","2","0.00","0.00"
"SC-279","N/A","6A","1","0.00","0.00"
"SC-280","N/A","6A","1","0.00","0.00"
"SC-281","N/A","6A","1","0.00","0.00"
"SC-282","N/A","6A","1","0.00","0.00"
"SC-283","N/A","6A","1","0.00","0.00"
"SC-284","N/A","6A","4","0.00","0.00"
"SC-285","N/A","6A","4","0.00","0.00"
"SC-286","N/A","6A","1","0.00","0.00"
"SC-287","N/A","6A","1","0.00","0.00"
"SC-288","N/A","6A","1","0.00","0.00"
"SC-289","N/A","6A","1","0.00","0.00"
"SC-290","N/A","6A","1","0.00","0.00"
"SC-291","N/A","6A","2","0.00","0.00"
"SC-292","N/A","6A","1","0.00","0.00"
"SC-293","N/A","6A","1","0.00","0.00"
"SC-294","N/A","6A","1","0.00","0.00"
"SC-295","N/A","6A","2","0.00","0.00"
"SC-296","N/A","6A","1","0.00","0.00"
"SC-297","N/A","6A","1","0.00","0.00"
"SC-298","N/A","6A","3","0.00","0.00"
"SC-299","N/A","6A","1","0.00","0.00"
"SC-300","N/A","6A","1","0.00","0.00"
"SC-301","N/A","6A","3","0.00","0.00"
"SC-302","N/A","6A","1","0.00","0.00"
"SC-303","N/A","6A","1","0.00","0.00"
"SC-304","N/A","6A","5","0.00","0.00"
"SC-305","N/A","6A","4","0.00","0.00"
"SC-306","N/A","6A","1","0.00","0.00"
"SC-307","N/A","6A","1","0.00","0.00"
"SC-308","N/A","6A","1","0.00","0.00"
"SC-309","N/A","6A","4","0.00","0.00"
"SC-310","N/A","6A","6","0.00","0.00"
"SC-311","N/A","6A","1","0.00","0.00"
"SC-312","N/A","6A","1","0.00","0.00"
"SC-313","N/A","6A","1","0.00","0.00"
"SC-314","N/A","6A","1","0.00","0.00"
"SC-315","N/A","6A","1","0.00","0.00"
"SC-316","N/A","6A","4","0.00","0.00"
"SC-317","N/A","6A","6","0.00","0.00"
"SC-318","N/A","6A","2","0.00","0.00"
"SC-319","N/A","6A","1","0.00","0.00"
"EPPSG 17","N/A","6a","-8","0.00","0.00"
"MAN R2- 01","N/A","6B","0","0.00","5.16"
"MAN R2- 02","N/A","6B","36.5","0.00","6.45"
"MAN R2- 03","N/A","6B","50","0.00","8.05"
"MAN R2- 04","N/A","6B","0","0.00","12.11"
"MAN R2- 05","N/A","6B","0","0.00","20.21"
"MAN R12 - 01","N/A","6B","0","0.00","0.00"
"MAN R12 - 02","N/A","6B","0","0.00","34.06"
"MAN R12 - 03","N/A","6B","0","0.00","34.76"
"MAN A/A","N/A","6B","10","0.00","3.25"
"MAN R15 - 01","N/A","6B","10","0.00","33.30"
"TERM MAN- 01","N/A","6B","29","0.00","4.90"
"TERM MAN- 02","N/A","6B","31","0.00","4.83"
"TERM MAN- 03","N/A","6B","16","0.00","8.10"
"TERM MAN- 04","N/A","6B","25","0.00","5.94"
"TERM MAN- 05","N/A","6B","44","0.00","12.62"
"TERM MAN- 06","N/A","6B","42","0.00","26.76"
"TERM MAN- 07","N/A","6B","41","0.00","9.20"
"TERM MAN- 08","N/A","6B","47","0.00","8.08"
"TERM MAN- 09","N/A","6B","2","0.00","9.55"
"TERM MAN- 10","N/A","6B","4","0.00","8.82"
"TERM MAN- 11","N/A","6B","4","0.00","5.53"
"TERM MAN-12","N/A","6B","10","0.00","8.31"
"TERM MAN-13","N/A","6B","8","0.00","31.86"
"TERM MAN-14","N/A","6B","3","0.00","8.31"
